ID,Age,Income,Home_own,Emp_duration,Loan_purpose,Grade,Req_loan_amount,Yearly_int_rate,term_years,historical_default,cred_hist_length,Stats_loan
1629,26,51996,RENT,0.833333333,VENTURE,B,1500,13.85,6,Y,4,NO DEFAULT
1631,22,28000,MORTGAGE,0.083333333,DEBTCONSOLIDATION,A,10750,11.14,8,Y,2,NO DEFAULT
1633,24,54000,RENT,0.666666667,MEDICAL,B,1500,14.17,4,Y,2,NO DEFAULT
1638,26,54000,RENT,0.083333333,HOMEIMPROVEMENT,B,1500,13.98,6,Y,4,NO DEFAULT
1639,24,28000,OTHER,0,EDUCATION,B,9000,10.83,4,N,3,DEFAULT
1642,21,51000,RENT,0,HOMEIMPROVEMENT,C,1500,15.58,1,Y,4,DEFAULT
1644,24,57996,RENT,0.166666667,DEBTCONSOLIDATION,A,1500,10.75,4,Y,4,NO DEFAULT
1646,22,60000,RENT,0.5,MEDICAL,B,1500,13.57,2,Y,2,NO DEFAULT
1647,25,63000,RENT,0,DEBTCONSOLIDATION,A,1500,12.42,5,Y,4,NO DEFAULT
1650,24,69764,RENT,0.166666667,PERSONAL,C,1500,14.42,4,Y,4,DEFAULT
1657,21,12000,RENT,0.25,EDUCATION,B,1600,10.59,1,N,2,DEFAULT
1658,24,14400,RENT,0,PERSONAL,C,1600,18.25,4,N,3,DEFAULT
1666,22,28500,MORTGAGE,0.083333333,DEBTCONSOLIDATION,A,8500,7.68,2,Y,4,NO DEFAULT
1668,23,28800,RENT,0.083333333,PERSONAL,C,1675,15.21,3,Y,2,DEFAULT
1673,23,18600,RENT,0.166666667,DEBTCONSOLIDATION,B,1700,9.99,3,Y,3,NO DEFAULT
1677,21,9600,RENT,0,EDUCATION,B,1750,8.94,1,N,2,DEFAULT
1680,26,9840,RENT,0.416666667,VENTURE,B,1750,9.99,6,N,4,DEFAULT
1683,23,10000,RENT,0.083333333,DEBTCONSOLIDATION,C,1750,15.05,3,Y,3,DEFAULT
1688,23,22800,RENT,0.25,PERSONAL,C,1750,15.7,3,Y,2,DEFAULT
1692,23,45000,RENT,0,EDUCATION,B,1775,12.72,3,Y,2,NO DEFAULT
1693,24,28800,MORTGAGE,0.666666667,HOMEIMPROVEMENT,A,1400,8.9,4,N,3,DEFAULT
1694,24,14400,RENT,0.25,DEBTCONSOLIDATION,B,1800,6.92,4,Y,3,NO DEFAULT
1696,24,28800,MORTGAGE,0.5,DEBTCONSOLIDATION,A,6075,8.49,4,Y,2,NO DEFAULT
1700,26,18000,RENT,0.083333333,VENTURE,B,1800,13.8,6,Y,3,NO DEFAULT
1701,22,18000,RENT,0.083333333,MEDICAL,B,1800,12.18,2,N,3,DEFAULT
1706,21,28800,MORTGAGE,0,DEBTCONSOLIDATION,A,5000,7.49,1,Y,3,NO DEFAULT
1711,23,25000,RENT,0.166666667,MEDICAL,B,1800,12.69,3,N,3,DEFAULT
1716,25,45000,RENT,0.166666667,DEBTCONSOLIDATION,B,1800,12.61,5,Y,4,NO DEFAULT
1718,23,28800,MORTGAGE,0.583333333,DEBTCONSOLIDATION,A,8400,9.63,3,Y,3,NO DEFAULT
1719,26,45000,RENT,0.416666667,MEDICAL,C,1800,14.11,6,Y,2,NO DEFAULT
1723,21,48000,RENT,0.083333333,DEBTCONSOLIDATION,B,1800,13.35,1,Y,2,NO DEFAULT
1725,21,28800,MORTGAGE,0.166666667,PERSONAL,B,5500,13.23,1,Y,2,NO DEFAULT
1733,21,14400,RENT,0.166666667,VENTURE,C,1825,15.62,1,N,2,DEFAULT
1735,25,19200,RENT,0,PERSONAL,B,1825,12.68,5,Y,2,NO DEFAULT
1738,21,13200,RENT,0.166666667,DEBTCONSOLIDATION,B,1875,6.99,1,Y,3,NO DEFAULT
1739,24,14400,RENT,0.083333333,EDUCATION,B,1875,13.49,4,Y,2,NO DEFAULT
1741,22,26500,RENT,0.25,DEBTCONSOLIDATION,B,1900,7.29,2,Y,3,DEFAULT
1742,24,32000,RENT,0.416666667,MEDICAL,B,1900,13.49,4,Y,2,NO DEFAULT
1745,23,16800,RENT,0,DEBTCONSOLIDATION,B,1950,10.37,3,Y,2,NO DEFAULT
1747,24,31200,RENT,0.25,MEDICAL,B,1950,13.11,4,Y,4,NO DEFAULT
1748,24,28900,MORTGAGE,0.166666667,DEBTCONSOLIDATION,B,5500,12.98,4,Y,2,NO DEFAULT
1750,24,10000,RENT,0.166666667,DEBTCONSOLIDATION,B,2000,10.25,4,Y,2,DEFAULT
1752,23,12000,RENT,0,EDUCATION,B,2000,7.74,3,N,4,DEFAULT
1753,25,12000,RENT,0.166666667,HOMEIMPROVEMENT,B,2000,11.89,5,N,4,DEFAULT
1757,26,14400,RENT,0.083333333,PERSONAL,C,2000,17.49,6,N,4,DEFAULT
1763,26,14400,RENT,0.166666667,DEBTCONSOLIDATION,C,2000,15.58,6,N,4,DEFAULT
1766,24,15915,RENT,0,PERSONAL,C,2000,15.05,4,Y,4,DEFAULT
1767,25,15996,RENT,0.083333333,EDUCATION,B,2000,13.48,5,Y,4,NO DEFAULT
1769,25,18000,RENT,0.333333333,DEBTCONSOLIDATION,B,2000,7.51,5,N,4,DEFAULT
1772,26,18000,RENT,0.166666667,EDUCATION,C,2000,13.3,6,N,2,DEFAULT
1773,22,19176,RENT,0.25,VENTURE,B,2000,14.22,2,Y,2,NO DEFAULT
1780,26,20004,RENT,0.166666667,EDUCATION,B,2000,8.59,6,N,3,DEFAULT
1784,22,21000,RENT,0,EDUCATION,B,2000,14.22,2,Y,3,NO DEFAULT
1785,23,29004,OWN,0.083333333,EDUCATION,B,2000,13.16,3,Y,3,NO DEFAULT
1786,21,21600,RENT,0,DEBTCONSOLIDATION,B,2000,11.71,1,N,2,DEFAULT
1787,22,21600,RENT,0.083333333,DEBTCONSOLIDATION,C,2000,16.89,2,N,2,DEFAULT
1791,21,23040,RENT,0.25,MEDICAL,B,2000,13.11,1,Y,2,NO DEFAULT
1792,22,23587,RENT,0.333333333,HOMEIMPROVEMENT,B,2000,11.89,2,N,4,DEFAULT
1796,21,24000,RENT,0.083333333,PERSONAL,D,2000,18.39,1,Y,3,DEFAULT
1798,23,24000,RENT,0,EDUCATION,B,2000,12.61,3,Y,3,NO DEFAULT
1799,22,29124,MORTGAGE,0,MEDICAL,D,8875,15.68,2,Y,3,DEFAULT
1801,23,24000,RENT,0,EDUCATION,B,2000,14.35,3,Y,2,NO DEFAULT
1802,22,24000,RENT,0.083333333,EDUCATION,B,2000,13.11,2,Y,4,NO DEFAULT
1805,24,29232,MORTGAGE,0.083333333,PERSONAL,A,11000,11.71,8,N,4,DEFAULT
1808,24,24000,RENT,0.083333333,HOMEIMPROVEMENT,C,2000,14.61,4,Y,2,DEFAULT
1809,24,24000,RENT,0,VENTURE,D,2000,16,4,Y,2,DEFAULT
1814,24,25200,RENT,0.666666667,DEBTCONSOLIDATION,C,2000,14.96,4,Y,4,DEFAULT
1817,25,26000,RENT,0.583333333,MEDICAL,B,2000,12.99,5,Y,4,NO DEFAULT
1818,21,29664,MORTGAGE,0.416666667,DEBTCONSOLIDATION,B,5000,13.57,1,Y,4,DEFAULT
1821,23,27600,RENT,0.166666667,DEBTCONSOLIDATION,B,2000,13.99,3,N,3,DEFAULT
1823,26,30000,RENT,0.166666667,EDUCATION,B,2000,11.71,6,N,2,DEFAULT
1826,23,29952,MORTGAGE,0.083333333,DEBTCONSOLIDATION,C,4750,14.46,3,Y,4,DEFAULT
1828,24,30000,RENT,0.416666667,MEDICAL,E,2000,21.27,4,Y,3,DEFAULT
1830,23,82000,RENT,0.583333333,HOMEIMPROVEMENT,C,15000,18.25,8,Y,2,DEFAULT
1831,22,70550,RENT,0.5,MEDICAL,C,15000,16.77,8,Y,2,DEFAULT
1834,23,95000,RENT,0.583333333,VENTURE,C,15000,15.05,8,Y,2,NO DEFAULT
1838,23,83600,RENT,0.583333333,DEBTCONSOLIDATION,A,15000,8.49,8,N,2,DEFAULT
1840,26,84000,RENT,0.583333333,DEBTCONSOLIDATION,C,15000,16,8,Y,3,DEFAULT
1844,26,100000,RENT,0.416666667,VENTURE,B,15000,13.49,8,Y,4,NO DEFAULT
1845,21,30000,MORTGAGE,0,MEDICAL,A,7125,7.51,1,N,4,DEFAULT
1848,24,88000,RENT,0.166666667,HOMEIMPROVEMENT,A,15000,9.99,8,N,4,DEFAULT
1850,26,100000,RENT,0,DEBTCONSOLIDATION,B,15000,14.26,8,Y,2,NO DEFAULT
1856,23,105504,RENT,0.416666667,VENTURE,D,15000,15.95,8,Y,3,NO DEFAULT
1861,24,98000,RENT,0.166666667,DEBTCONSOLIDATION,D,15000,14.93,8,N,2,DEFAULT
1872,26,118000,RENT,0.083333333,EDUCATION,C,15000,17.58,8,N,4,DEFAULT
1873,24,123000,RENT,0.666666667,PERSONAL,C,15000,15.37,8,N,4,DEFAULT
1874,22,140000,RENT,0.333333333,VENTURE,B,15000,14.17,8,Y,3,NO DEFAULT
1875,22,30000,MORTGAGE,0.25,HOMEIMPROVEMENT,B,10000,13.49,2,N,2,DEFAULT
1876,23,30000,MORTGAGE,0.25,MEDICAL,D,3800,18.64,3,N,2,DEFAULT
1879,24,148000,RENT,0,DEBTCONSOLIDATION,D,15000,16.82,8,N,3,DEFAULT
1884,22,33996,RENT,0.083333333,EDUCATION,C,14900,15.37,8,Y,2,DEFAULT
1888,25,31500,RENT,0.666666667,DEBTCONSOLIDATION,B,14850,8.9,8,N,4,DEFAULT
1889,25,28800,RENT,0.5,MEDICAL,B,14800,7.49,8,N,3,DEFAULT
1890,23,30000,MORTGAGE,0.333333333,DEBTCONSOLIDATION,A,1000,6.62,3,N,3,DEFAULT
1895,25,30000,RENT,0.333333333,MEDICAL,B,2000,14.22,5,Y,4,NO DEFAULT
1897,24,30972,RENT,0.083333333,VENTURE,C,2000,16.29,4,N,2,DEFAULT
1898,24,31200,RENT,0.25,PERSONAL,B,2000,14.65,4,Y,2,NO DEFAULT
1899,24,30000,MORTGAGE,0.666666667,DEBTCONSOLIDATION,A,17000,11.99,8,N,3,DEFAULT
1900,24,32000,RENT,0.166666667,EDUCATION,B,2000,10.59,4,N,3,DEFAULT
1903,22,32000,RENT,0.166666667,EDUCATION,B,2000,12.53,2,N,2,DEFAULT
1904,24,32640,RENT,0.416666667,EDUCATION,B,2000,10,4,N,2,DEFAULT
1907,21,33000,RENT,0,HOMEIMPROVEMENT,B,2000,12.61,1,Y,3,DEFAULT
1920,26,57450,RENT,0.333333333,MEDICAL,B,2000,13.35,6,Y,2,NO DEFAULT
1924,22,54000,RENT,0.583333333,MEDICAL,E,2000,18.3,2,Y,4,DEFAULT
1931,24,57996,RENT,0.666666667,MEDICAL,C,2000,15.37,4,N,4,DEFAULT
1932,22,65000,RENT,0.25,DEBTCONSOLIDATION,B,2000,14.27,2,Y,4,NO DEFAULT
1938,26,70000,RENT,0.25,EDUCATION,B,2000,12.84,6,Y,2,NO DEFAULT
1948,26,30000,MORTGAGE,0.416666667,HOMEIMPROVEMENT,A,2000,11.99,6,N,2,DEFAULT
1949,22,30000,MORTGAGE,0.416666667,MEDICAL,B,3000,14.79,2,Y,3,NO DEFAULT
1954,25,89100,RENT,0.75,VENTURE,B,2000,13.49,5,Y,3,NO DEFAULT
1956,21,99996,RENT,0.416666667,EDUCATION,B,2000,13.57,1,Y,3,NO DEFAULT
1965,23,10000,RENT,0.083333333,VENTURE,B,2100,12.21,3,N,3,DEFAULT
1966,23,12000,RENT,0,MEDICAL,B,2100,8.94,3,N,2,DEFAULT
1967,22,14400,RENT,0,HOMEIMPROVEMENT,C,2100,14.83,2,N,3,DEFAULT
1968,24,15000,RENT,0,EDUCATION,B,2100,13.11,4,Y,4,NO DEFAULT
1971,25,23000,RENT,0,EDUCATION,B,2100,13.48,5,Y,4,NO DEFAULT
1975,22,34560,RENT,0.083333333,MEDICAL,D,2100,17.04,2,N,3,DEFAULT
1985,24,54000,RENT,0.666666667,HOMEIMPROVEMENT,D,2100,17.14,4,N,4,DEFAULT
1989,24,79050,RENT,0.166666667,MEDICAL,A,2100,9.91,4,N,4,DEFAULT
1994,26,57600,RENT,0.833333333,DEBTCONSOLIDATION,C,2150,15.62,6,Y,3,DEFAULT
1995,22,28800,RENT,0.166666667,VENTURE,B,14000,7.9,8,N,2,DEFAULT
1997,21,30000,RENT,0.25,MEDICAL,B,14000,10.65,8,N,2,DEFAULT
1998,24,30000,RENT,0.166666667,DEBTCONSOLIDATION,B,14000,7.9,8,N,2,DEFAULT
2000,22,30000,RENT,0.5,VENTURE,B,14000,6.99,8,N,4,DEFAULT
2001,23,30000,RENT,0.083333333,MEDICAL,B,14000,11.26,8,N,3,DEFAULT
2002,22,32000,RENT,0,DEBTCONSOLIDATION,B,14000,13.49,8,N,2,DEFAULT
2004,22,32000,RENT,0.583333333,EDUCATION,B,14000,12.23,8,N,3,DEFAULT
2005,26,32400,RENT,0.833333333,EDUCATION,B,14000,7.51,8,N,4,DEFAULT
2006,24,32500,RENT,0.333333333,MEDICAL,B,14000,14.17,8,N,2,DEFAULT
2007,22,34000,RENT,0.5,DEBTCONSOLIDATION,B,14000,10.62,8,N,4,DEFAULT
2009,22,37000,RENT,0.5,PERSONAL,B,14000,6.92,8,N,2,DEFAULT
2010,26,37000,RENT,0,PERSONAL,B,14000,9.88,8,N,4,DEFAULT
2011,23,37148,RENT,0.333333333,EDUCATION,C,14000,14.42,8,N,3,DEFAULT
2012,21,37947,RENT,0.416666667,PERSONAL,B,14000,7.9,8,N,2,DEFAULT
2013,22,39000,RENT,0.333333333,MEDICAL,B,14000,10.37,8,N,3,DEFAULT
2014,26,39900,RENT,0.083333333,DEBTCONSOLIDATION,B,14000,10.37,8,N,3,DEFAULT
2016,24,40000,RENT,0.333333333,MEDICAL,B,14000,6.03,8,N,2,DEFAULT
2017,22,40000,RENT,0.5,EDUCATION,B,14000,13.11,8,Y,3,DEFAULT
2018,24,34000,RENT,0,VENTURE,C,14000,14.61,8,Y,2,DEFAULT
2020,21,30000,MORTGAGE,0,EDUCATION,C,2000,14.46,1,Y,4,NO DEFAULT
2023,24,34400,RENT,0.666666667,DEBTCONSOLIDATION,C,14000,16,8,Y,3,DEFAULT
2026,22,41340,RENT,0.5,VENTURE,C,14000,17.49,8,N,3,DEFAULT
2030,21,16200,RENT,0.166666667,MEDICAL,C,2200,16.49,1,N,2,DEFAULT
2032,23,24000,RENT,0.25,EDUCATION,B,2200,15.23,3,Y,4,NO DEFAULT
2033,23,26004,RENT,0.666666667,DEBTCONSOLIDATION,B,2200,9.91,3,N,2,DEFAULT
2035,22,27996,RENT,0,HOMEIMPROVEMENT,C,2200,15.95,2,Y,2,DEFAULT
2038,23,30000,MORTGAGE,0.166666667,EDUCATION,D,12000,16.45,8,Y,3,NO DEFAULT
2041,24,30000,MORTGAGE,0.25,DEBTCONSOLIDATION,B,4500,14.72,4,Y,4,NO DEFAULT
2049,25,30000,MORTGAGE,0,HOMEIMPROVEMENT,B,6000,14.35,5,Y,2,NO DEFAULT
2053,23,14000,RENT,0.166666667,EDUCATION,C,2300,15.33,3,N,2,DEFAULT
2061,23,78000,RENT,0.416666667,EDUCATION,C,2300,17.58,3,Y,2,NO DEFAULT
2065,25,44400,RENT,0.5,EDUCATION,B,2350,13.98,5,Y,3,NO DEFAULT
2066,24,12000,RENT,0.333333333,MEDICAL,B,2400,6.92,4,N,2,DEFAULT
2068,23,13000,RENT,0,PERSONAL,D,2400,16.82,3,N,3,DEFAULT
2069,24,13288,RENT,0.416666667,VENTURE,C,2400,17.27,4,N,2,DEFAULT
2070,24,30000,MORTGAGE,0.666666667,HOMEIMPROVEMENT,B,5000,13.48,4,Y,2,DEFAULT
2074,24,16800,RENT,0.25,MEDICAL,B,2400,13.98,4,Y,4,DEFAULT
2077,26,18000,RENT,0.083333333,VENTURE,B,2400,13.06,6,Y,2,DEFAULT
2078,24,30000,MORTGAGE,0.75,DEBTCONSOLIDATION,B,2400,13.11,4,Y,2,NO DEFAULT
2083,24,20000,RENT,0,DEBTCONSOLIDATION,C,2400,15.62,4,N,2,DEFAULT
2085,22,21600,RENT,0.083333333,HOMEIMPROVEMENT,C,2400,16.29,2,N,4,DEFAULT
2086,23,21600,RENT,0.083333333,DEBTCONSOLIDATION,B,2400,15.23,3,N,4,DEFAULT
2094,26,25000,RENT,0,PERSONAL,C,2400,15.28,6,Y,3,DEFAULT
2098,21,26000,RENT,0.083333333,PERSONAL,B,2400,11.58,1,N,4,DEFAULT
2099,21,26400,RENT,0,EDUCATION,B,2400,14.79,1,Y,2,NO DEFAULT
2100,22,26400,RENT,0,HOMEIMPROVEMENT,B,2400,13.92,2,N,3,DEFAULT
2103,24,28800,RENT,0,HOMEIMPROVEMENT,B,2400,14.26,4,Y,4,DEFAULT
2104,21,30000,RENT,0.083333333,HOMEIMPROVEMENT,C,2400,17.19,1,Y,2,DEFAULT
2105,21,30000,RENT,0.083333333,VENTURE,C,2400,16.49,1,Y,2,DEFAULT
2106,24,30000,RENT,0.166666667,MEDICAL,B,2400,13.72,4,Y,4,NO DEFAULT
2109,23,30720,RENT,0.166666667,PERSONAL,B,2400,13.98,3,Y,4,DEFAULT
2111,22,32400,RENT,0.25,VENTURE,C,2400,16.77,2,Y,3,NO DEFAULT
2117,21,37800,RENT,0.083333333,PERSONAL,B,2400,14.26,1,Y,3,NO DEFAULT
2122,22,40000,RENT,0.083333333,EDUCATION,B,2400,12.73,2,Y,2,NO DEFAULT
2124,21,34000,RENT,0.416666667,HOMEIMPROVEMENT,B,2400,10.83,1,N,4,DEFAULT
2126,22,41600,RENT,0,EDUCATION,B,2400,12.22,2,Y,2,NO DEFAULT
2130,22,30000,MORTGAGE,0.333333333,EDUCATION,A,5000,11.89,2,N,4,DEFAULT
2131,26,30000,MORTGAGE,0,VENTURE,B,4000,13.16,6,Y,4,NO DEFAULT
2133,21,30000,MORTGAGE,0,PERSONAL,A,4750,9.63,1,N,2,DEFAULT
2135,22,37080,RENT,0.5,PERSONAL,B,2400,10.65,2,N,3,DEFAULT
2137,23,44004,RENT,0.25,EDUCATION,C,2400,14.09,3,Y,4,NO DEFAULT
2141,23,47000,RENT,0.583333333,PERSONAL,D,2400,13.75,3,Y,4,NO DEFAULT
2142,22,30000,MORTGAGE,0.5,PERSONAL,C,6600,14.42,2,Y,4,NO DEFAULT
2146,24,48000,RENT,0,PERSONAL,B,2400,12.99,4,Y,4,NO DEFAULT
2155,24,54000,RENT,0.25,MEDICAL,B,2400,13.49,4,Y,4,DEFAULT
2156,26,54000,RENT,0.166666667,HOMEIMPROVEMENT,C,2400,14.09,6,N,2,DEFAULT
2161,26,67000,RENT,0.333333333,MEDICAL,B,2400,12.99,6,Y,2,NO DEFAULT
2167,25,87999,RENT,0.416666667,PERSONAL,B,2400,14.79,5,Y,4,DEFAULT
2171,21,10800,RENT,0.333333333,PERSONAL,B,2500,8.88,1,N,2,DEFAULT
2174,24,12600,RENT,0.166666667,VENTURE,B,2500,13.11,4,Y,2,DEFAULT
2176,24,31000,RENT,0.666666667,VENTURE,B,13500,13.43,8,N,4,DEFAULT
2177,21,38000,RENT,0.416666667,EDUCATION,B,13500,9.91,8,N,3,DEFAULT
2178,22,43000,RENT,0.5,PERSONAL,B,13500,10.95,8,N,3,DEFAULT
2182,23,51000,RENT,0.5,DEBTCONSOLIDATION,B,13500,12.23,8,Y,2,NO DEFAULT
2185,22,30288,OWN,0,EDUCATION,E,5000,19.47,2,Y,3,DEFAULT
2194,26,77508,RENT,0.833333333,VENTURE,B,13500,12.87,8,Y,2,NO DEFAULT
2198,23,35000,RENT,0.5,DEBTCONSOLIDATION,B,13475,10.65,8,N,3,DEFAULT
2199,23,30652,MORTGAGE,0.333333333,DEBTCONSOLIDATION,C,6000,14.54,3,Y,2,DEFAULT
2200,23,29000,RENT,0.083333333,VENTURE,B,13475,14.26,8,Y,4,DEFAULT
2201,23,29000,RENT,0.333333333,MEDICAL,C,13450,12.61,8,N,3,DEFAULT
2203,26,38000,RENT,0.25,EDUCATION,B,13400,9.99,8,N,2,DEFAULT
2205,22,50000,RENT,0,DEBTCONSOLIDATION,C,13350,14.59,8,N,2,DEFAULT
2206,24,33000,RENT,0.166666667,DEBTCONSOLIDATION,B,13300,7.66,8,N,4,DEFAULT
2207,24,39875,RENT,0.583333333,PERSONAL,C,13300,16,8,Y,4,DEFAULT
2208,23,54000,RENT,0.416666667,VENTURE,C,13275,17.58,8,Y,2,NO DEFAULT
2209,25,24000,RENT,0.25,VENTURE,B,13250,10.37,8,N,2,DEFAULT
2211,22,30000,RENT,0.333333333,DEBTCONSOLIDATION,D,13250,16.4,8,Y,3,DEFAULT
2213,26,37500,RENT,0.5,DEBTCONSOLIDATION,B,13250,13.49,8,Y,3,DEFAULT
2214,23,38400,RENT,0.083333333,VENTURE,B,13250,10.99,8,N,4,DEFAULT
2215,26,40000,RENT,0.25,PERSONAL,B,13250,11.71,8,N,2,DEFAULT
2217,26,35000,RENT,0.416666667,VENTURE,B,13225,13.49,8,Y,3,DEFAULT
2218,22,40000,RENT,0.5,PERSONAL,C,13225,16.77,8,Y,2,DEFAULT
2221,22,31500,RENT,0.416666667,EDUCATION,B,13200,11.71,8,N,4,DEFAULT
2223,25,46596,RENT,0.166666667,DEBTCONSOLIDATION,B,13200,12.53,8,Y,4,NO DEFAULT
2226,26,31000,MORTGAGE,0.75,HOMEIMPROVEMENT,A,15000,7.9,8,N,4,DEFAULT
2227,26,54000,RENT,0,PERSONAL,C,13200,14.91,8,Y,2,DEFAULT
2241,21,24000,RENT,0.166666667,VENTURE,C,13000,15.7,8,Y,3,DEFAULT
2243,21,24000,RENT,0.416666667,DEBTCONSOLIDATION,B,13000,12.87,8,N,2,DEFAULT
2244,24,31000,MORTGAGE,0.666666667,PERSONAL,C,9000,14.84,4,Y,4,DEFAULT
2246,26,28000,RENT,0.833333333,MEDICAL,C,13000,16.29,8,Y,3,DEFAULT
2247,25,28000,RENT,0.833333333,PERSONAL,B,13000,7.9,8,N,3,DEFAULT
2248,26,28800,RENT,0,HOMEIMPROVEMENT,C,13000,14.46,8,N,2,DEFAULT
2249,25,31000,MORTGAGE,0.166666667,PERSONAL,A,12250,11.36,8,N,3,DEFAULT
2250,22,30000,RENT,0.166666667,VENTURE,B,13000,13.11,8,Y,3,DEFAULT
2251,21,31200,RENT,0,EDUCATION,B,13000,13.11,8,Y,2,DEFAULT
2252,26,33800,RENT,0.333333333,EDUCATION,B,13000,13.57,8,N,4,DEFAULT
2253,26,34000,RENT,0.166666667,MEDICAL,B,13000,9.63,8,N,2,DEFAULT
2254,25,35000,RENT,0.416666667,MEDICAL,B,13000,13.22,8,N,2,DEFAULT
2255,24,36000,RENT,0.666666667,EDUCATION,C,13000,17.27,8,N,4,DEFAULT
2257,24,36000,RENT,0.583333333,DEBTCONSOLIDATION,B,13000,7.29,8,Y,3,DEFAULT
2260,23,30000,RENT,0.333333333,DEBTCONSOLIDATION,B,13000,13.57,8,Y,2,DEFAULT
2261,22,36000,RENT,0.5,DEBTCONSOLIDATION,B,13000,11.14,8,Y,4,DEFAULT
2263,24,37000,RENT,0.25,EDUCATION,B,13000,10.25,8,N,4,DEFAULT
2264,23,31164,MORTGAGE,0.583333333,DEBTCONSOLIDATION,A,4500,6.62,3,Y,2,NO DEFAULT
2266,23,38400,RENT,0.416666667,EDUCATION,B,13000,11.71,8,N,3,DEFAULT
2267,25,38400,RENT,0,DEBTCONSOLIDATION,B,13000,10.74,8,Y,3,DEFAULT
2269,22,39000,RENT,0.416666667,DEBTCONSOLIDATION,B,13000,11.83,8,Y,4,DEFAULT
2270,25,40000,RENT,0.75,PERSONAL,B,13000,10.99,8,N,3,DEFAULT
2271,24,40000,RENT,0.416666667,DEBTCONSOLIDATION,B,13000,14.26,8,N,3,DEFAULT
2272,25,31200,MORTGAGE,0.75,HOMEIMPROVEMENT,C,2400,17.58,5,Y,4,DEFAULT
2273,21,40800,RENT,0.25,MEDICAL,B,13000,13.57,8,Y,2,DEFAULT
2275,26,36000,RENT,0.5,DEBTCONSOLIDATION,B,13000,5.99,8,Y,4,DEFAULT
2276,21,42000,RENT,0.416666667,EDUCATION,C,13000,15.31,8,N,3,DEFAULT
2277,22,43000,RENT,0.5,EDUCATION,B,13000,12.87,8,Y,4,NO DEFAULT
2278,22,37200,RENT,0,VENTURE,D,13000,16,8,N,2,DEFAULT
2282,23,31200,MORTGAGE,0.583333333,DEBTCONSOLIDATION,A,7550,9.99,3,Y,4,NO DEFAULT
2286,25,31200,MORTGAGE,0.75,DEBTCONSOLIDATION,A,6000,5.79,5,Y,4,NO DEFAULT
2289,26,48000,RENT,0,DEBTCONSOLIDATION,B,13000,11.26,8,Y,3,NO DEFAULT
2291,23,44000,RENT,0.583333333,DEBTCONSOLIDATION,C,13000,16.29,8,N,3,DEFAULT
2296,21,22000,RENT,0.333333333,DEBTCONSOLIDATION,B,2500,7.14,1,Y,4,NO DEFAULT
2297,22,31200,MORTGAGE,0.166666667,DEBTCONSOLIDATION,A,1050,7.51,2,Y,4,DEFAULT
2299,24,22000,RENT,0,DEBTCONSOLIDATION,B,2500,9.76,4,Y,2,NO DEFAULT
2300,21,22200,RENT,0.166666667,PERSONAL,C,2500,16.29,1,N,4,DEFAULT
2301,26,22406,RENT,0.416666667,PERSONAL,B,2500,6.76,6,N,4,DEFAULT
2309,24,31200,MORTGAGE,0.166666667,EDUCATION,B,6700,14.26,4,Y,2,NO DEFAULT
2311,22,24996,RENT,0,MEDICAL,B,2500,10.99,2,N,3,DEFAULT
2313,24,25000,RENT,0.416666667,MEDICAL,B,2500,13.48,4,Y,4,NO DEFAULT
2314,22,25000,RENT,0,DEBTCONSOLIDATION,B,2500,11.14,2,Y,3,NO DEFAULT
2326,21,28200,RENT,0.166666667,DEBTCONSOLIDATION,C,2500,16.77,1,Y,2,DEFAULT
2327,24,28500,RENT,0.25,DEBTCONSOLIDATION,B,2500,11.36,4,Y,4,NO DEFAULT
2329,25,29000,RENT,0.166666667,VENTURE,B,2500,12.84,5,N,3,DEFAULT
2332,24,31000,RENT,0.083333333,EDUCATION,C,2500,14.54,4,Y,3,DEFAULT
2337,25,33000,RENT,0.5,DEBTCONSOLIDATION,B,2500,10.59,5,Y,2,NO DEFAULT
2338,23,33448,RENT,0.166666667,EDUCATION,B,2500,11.66,3,Y,2,NO DEFAULT
2339,23,33500,RENT,0.166666667,EDUCATION,D,2500,15.68,3,Y,4,DEFAULT
2340,21,34368,RENT,0,DEBTCONSOLIDATION,B,2500,12.87,1,Y,2,NO DEFAULT
2346,22,30000,RENT,0.166666667,EDUCATION,B,2500,8.49,2,N,2,DEFAULT
2347,21,30000,RENT,0.25,DEBTCONSOLIDATION,B,2500,7.14,1,N,4,DEFAULT
2348,22,30000,RENT,0,EDUCATION,B,2500,13.16,2,Y,4,DEFAULT
2353,25,32000,RENT,0.083333333,MEDICAL,D,2500,16.45,5,Y,2,DEFAULT
2361,22,34000,RENT,0.166666667,HOMEIMPROVEMENT,B,2500,13.57,2,Y,3,DEFAULT
2362,22,35500,RENT,0.5,MEDICAL,C,2500,15.62,2,N,2,DEFAULT
2363,24,36000,RENT,0.166666667,HOMEIMPROVEMENT,C,2500,16.77,4,N,3,DEFAULT
2368,22,42000,RENT,0,VENTURE,B,2500,13.92,2,Y,3,NO DEFAULT
2369,25,36228,RENT,0.333333333,MEDICAL,B,2500,7.66,5,N,2,DEFAULT
2370,21,32000,MORTGAGE,0.333333333,PERSONAL,A,2500,11.71,1,N,3,DEFAULT
2373,22,37000,RENT,0.166666667,HOMEIMPROVEMENT,C,2500,17.49,2,N,3,DEFAULT
2378,22,45000,RENT,0.416666667,MEDICAL,B,2500,14.35,2,Y,2,NO DEFAULT
